hour_utc,no2_ashby_rd_loughborough,pm25_ashby_rd_loughborough,no2_hawcliffe_rd_mountsorrel,pm25_hawcliffe_rd_mountsorrel,no2_wolsey_way_loughborough,pm25_wolsey_way_loughborough,pm10_ashby_rd_loughborough,pm1_ashby_rd_loughborough,no_ashby_rd_loughborough,o3_ashby_rd_loughborough,pm10_hawcliffe_rd_mountsorrel,pm1_hawcliffe_rd_mountsorrel,no_hawcliffe_rd_mountsorrel,o3_hawcliffe_rd_mountsorrel,pm10_wolsey_way_loughborough,pm1_wolsey_way_loughborough,no_wolsey_way_loughborough,o3_wolsey_way_loughborough
2025-11-16T13:00:00Z,1.57,2.26,2.51,2.35,5.05,1.54,4.01,0.71,0.73,12.85,3.87,0.77,3.5,63.99,2.85,0.09,0.0,67.56
2025-11-16T14:00:00Z,1.85,2.53,2.47,3.07,5.93,2.24,4.02,0.87,0.93,15.35,4.51,1.42,1.37,73.02,3.62,0.77,0.0,71.67
2025-11-16T15:00:00Z,2.86,2.85,4.18,3.88,8.03,2.12,4.48,1.28,0.87,15.95,5.48,2.05,12.22,74.94,3.3,0.64,0.0,70.69
2025-11-16T16:00:00Z,3.08,3.03,7.52,4.69,11.71,1.93,4.73,1.28,0.84,16.72,7.09,2.63,4.94,72.51,3.0,0.33,0.0,73.1
2025-11-16T17:00:00Z,5.09,3.53,7.9,2.82,20.5,2.1,5.65,1.83,1.22,11.77,4.29,1.06,8.5,70.21,3.38,0.74,0.0,59.83
2025-11-16T18:00:00Z,6.79,4.62,9.62,3.89,32.75,2.99,7.61,2.75,1.3,5.69,5.77,1.93,2.36,66.03,4.87,1.74,0.0,45.37
2025-11-16T19:00:00Z,11.71,3.3,17.43,6.43,44.26,6.47,5.84,2.34,0.89,0.52,9.69,4.57,3.2,51.96,9.86,5.36,0.0,19.01
2025-11-16T20:00:00Z,9.7,5.65,28.37,9.67,46.97,7.42,9.08,4.46,1.27,0.0,14.57,7.61,11.73,35.63,11.15,6.43,0.0,13.41
2025-11-16T21:00:00Z,8.01,6.66,26.68,9.1,41.23,7.19,10.34,5.29,0.87,1.66,14.02,7.2,3.97,38.14,11.25,6.43,0.0,22.65
2025-11-16T22:00:00Z,7.12,5.3,25.19,9.93,37.38,7.17,8.92,4.3,1.06,0.27,15.19,7.99,8.53,37.56,11.05,6.4,0.04,17.71
2025-11-16T23:00:00Z,5.26,4.5,21.77,9.02,26.44,5.41,7.96,3.64,1.26,0.17,13.97,7.37,4.76,33.2,8.59,4.66,0.0,25.02
2025-11-17T00:00:00Z,5.51,2.87,11.88,4.89,20.68,3.18,5.99,1.97,1.25,1.06,8.26,3.42,11.53,45.76,5.91,2.28,0.11,35.58
2025-11-17T01:00:00Z,3.7,1.98,11.51,3.14,19.7,1.87,4.79,1.05,1.02,3.81,5.75,1.75,3.13,52.16,4.08,0.72,0.0,38.52
2025-11-17T02:00:00Z,2.4,1.17,7.73,1.91,13.88,1.33,3.75,0.19,1.04,8.16,4.14,0.65,3.55,59.03,3.28,0.22,0.0,59.14
2025-11-17T03:00:00Z,1.89,1.04,7.51,1.66,15.06,1.07,3.57,0.1,1.1,8.82,3.83,0.34,4.35,59.82,3.1,0.04,0.0,55.07
2025-11-17T04:00:00Z,1.97,1.18,7.28,1.63,14.95,1.21,3.87,0.11,1.05,8.74,4.01,0.25,9.08,57.1,3.22,0.14,0.0,53.79
2025-11-17T05:00:00Z,1.7,1.21,5.4,1.63,14.21,1.14,3.86,0.12,1.37,6.79,3.91,0.18,11.1,57.07,3.21,0.08,0.08,43.33
2025-11-17T06:00:00Z,2.48,1.02,9.67,1.57,15.84,1.07,3.66,0.02,1.33,4.84,3.73,0.17,7.87,49.19,3.15,0.04,0.06,44.19
2025-11-17T07:00:00Z,6.76,1.12,15.67,1.5,28.53,1.13,3.81,0.16,2.26,0.57,3.59,0.11,6.57,43.31,2.99,0.04,1.24,37.56
2025-11-17T08:00:00Z,7.44,1.07,28.36,1.62,32.89,1.28,3.79,0.08,1.8,0.0,3.7,0.2,10.77,29.24,3.48,0.19,0.4,20.26
2025-11-17T09:00:00Z,8.06,1.07,18.67,1.56,30.94,1.17,3.73,0.11,2.15,0.15,3.71,0.15,6.33,41.46,3.21,0.07,0.2,28.75
2025-11-17T10:00:00Z,5.93,1.78,16.21,1.71,28.37,1.5,4.53,0.47,1.59,3.14,3.83,0.2,7.32,46.82,3.3,0.19,0.0,40.69
2025-11-17T11:00:00Z,3.94,1.94,11.21,1.92,15.22,2.08,3.73,0.31,1.07,8.34,3.84,0.28,4.15,54.34,2.76,0.2,0.0,61.54
2025-11-17T12:00:00Z,4.34,2.28,8.44,2.2,14.92,1.92,3.11,0.25,0.89,10.06,3.88,0.35,4.52,59.18,2.68,0.12,0.0,65.89
2025-11-17T13:00:00Z,2.2,2.68,6.72,2.46,17.47,2.13,3.03,0.06,0.42,12.62,3.71,0.41,3.26,64.31,2.84,0.18,0.0,68.94
2025-11-17T14:00:00Z,2.71,3.16,7.4,2.62,13.84,2.41,3.5,0.21,0.09,15.43,3.62,0.39,0.24,67.84,2.9,0.41,0.0,73.27
2025-11-17T15:00:00Z,6.45,3.15,11.32,2.96,21.13,2.65,3.48,0.13,0.11,15.82,4.2,0.7,3.51,65.15,3.29,0.6,0.0,64.1
2025-11-17T16:00:00Z,10.86,2.82,25.04,5.52,37.57,2.68,3.18,0.19,0.24,7.2,8.56,3.14,6.26,48.71,3.79,0.98,0.0,36.38
2025-11-17T17:00:00Z,26.94,3.47,45.28,5.32,71.74,5.11,5.03,1.51,9.3,0.34,8.55,3.22,18.47,20.16,7.63,3.82,3.28,6.76
2025-11-17T18:00:00Z,24.72,4.96,38.61,7.48,81.98,6.16,7.86,3.73,8.43,0.0,12.72,5.12,16.19,24.58,9.59,5.13,3.45,0.0
2025-11-17T19:00:00Z,14.15,5.82,42.12,9.96,57.03,5.11,9.53,4.3,1.99,0.0,15.77,7.63,5.0,15.32,8.55,4.17,0.28,0.0
2025-11-17T20:00:00Z,14.34,4.92,29.65,9.63,51.77,5.55,8.58,3.35,2.4,0.0,15.35,7.68,8.94,18.29,9.17,4.72,0.45,0.0
2025-11-17T21:00:00Z,12.19,4.68,26.08,10.98,51.99,7.03,8.34,3.13,2.75,0.0,17.3,9.12,3.45,20.12,11.0,6.28,0.1,0.0
2025-11-17T22:00:00Z,14.39,4.54,21.62,5.86,43.4,8.25,8.22,3.22,4.11,0.0,10.13,4.15,2.84,20.01,12.24,7.55,3.32,0.0
2025-11-17T23:00:00Z,13.98,3.64,28.74,7.91,37.54,7.6,7.03,2.7,6.16,0.0,13.53,5.56,5.12,4.47,11.53,6.86,18.14,0.0
2025-11-18T00:00:00Z,9.43,8.43,34.02,12.62,33.96,8.76,12.13,7.04,2.65,0.0,19.86,10.36,6.05,0.19,12.87,7.93,14.41,0.0
2025-11-18T01:00:00Z,7.49,9.58,31.16,14.16,32.57,10.76,13.98,8.6,2.29,0.0,21.73,11.97,1.14,0.07,14.96,9.83,4.67,0.0
2025-11-18T02:00:00Z,5.81,4.16,28.99,14.73,36.15,10.14,7.86,2.95,2.2,0.19,22.27,12.56,3.8,0.78,14.02,9.23,9.79,0.0
2025-11-18T03:00:00Z,4.66,3.33,24.7,10.07,39.11,8.94,6.43,2.11,1.4,0.83,15.68,8.53,3.74,8.95,12.79,8.13,3.05,0.0
2025-11-18T04:00:00Z,6.84,4.43,29.14,13.97,37.09,7.28,7.66,3.23,1.81,0.27,20.75,12.2,7.05,0.56,10.9,6.58,0.28,0.0
2025-11-18T05:00:00Z,8.94,5.86,32.05,13.17,37.14,7.12,9.57,4.48,1.62,0.0,19.6,11.53,5.6,0.01,10.78,6.51,0.55,0.0
2025-11-18T06:00:00Z,9.35,4.46,26.91,10.11,33.49,7.53,7.92,3.26,2.68,0.0,15.73,8.71,4.39,5.5,11.21,6.81,0.02,0.0
2025-11-18T07:00:00Z,10.24,3.89,23.34,5.63,39.27,7.46,7.08,2.8,3.68,0.0,9.72,4.06,10.33,10.1,10.68,6.74,2.12,0.0
2025-11-18T08:00:00Z,11.24,3.0,23.94,4.53,40.34,4.44,6.18,1.9,4.87,0.0,8.46,2.96,4.58,15.97,7.66,3.82,4.78,0.0
2025-11-18T09:00:00Z,13.5,3.99,24.75,4.54,46.78,4.77,7.28,2.77,6.77,0.0,8.45,3.14,7.32,16.2,8.02,4.17,24.32,0.0
2025-11-18T10:00:00Z,10.5,4.04,25.41,6.59,36.89,6.29,7.14,3.01,3.28,0.0,10.99,4.83,2.94,15.42,10.13,5.53,0.88,7.27
2025-11-18T11:00:00Z,10.28,3.43,21.6,7.14,28.73,8.17,6.14,2.25,2.87,0.0,11.87,4.88,6.22,25.5,11.92,7.18,0.39,20.4
2025-11-18T12:00:00Z,10.07,4.0,15.59,5.38,36.62,4.75,6.56,2.57,2.54,0.01,9.06,3.44,10.67,36.72,7.54,3.77,3.11,23.94
2025-11-18T13:00:00Z,10.16,3.77,16.87,6.09,27.96,3.83,6.25,2.58,2.18,0.27,10.39,3.9,4.32,42.73,6.34,2.73,0.0,32.36
2025-11-18T14:00:00Z,9.48,3.38,11.88,4.92,21.63,4.27,5.49,1.91,1.98,0.88,8.06,2.81,4.23,48.27,6.75,2.88,0.0,40.85
2025-11-18T15:00:00Z,9.54,3.7,14.21,5.71,54.24,7.61,5.12,1.66,1.91,0.22,9.4,3.69,6.48,46.71,11.38,6.0,0.75,27.22
2025-11-18T16:00:00Z,12.02,2.98,19.04,5.56,49.1,6.62,4.76,1.54,2.07,0.46,9.72,3.35,5.49,45.13,9.97,5.39,0.0,24.7
2025-11-18T17:00:00Z,14.22,2.99,19.18,5.87,53.28,5.25,5.42,1.87,2.45,0.13,10.72,3.7,8.34,43.84,7.88,4.42,0.21,20.63
2025-11-18T18:00:00Z,13.96,3.51,24.45,4.58,55.99,4.67,6.24,2.66,2.85,0.0,8.03,3.12,4.6,35.27,7.33,3.91,4.28,24.42
2025-11-18T19:00:00Z,11.63,3.4,22.75,4.4,41.56,2.8,6.43,2.65,1.24,0.79,7.78,2.98,4.74,45.06,5.37,2.16,0.0,35.71
2025-11-18T20:00:00Z,9.57,1.98,18.31,3.57,36.02,2.71,4.77,1.29,1.09,1.25,6.53,2.47,4.21,56.57,5.54,1.99,0.0,37.03
2025-11-18T21:00:00Z,8.56,2.65,19.09,3.4,28.07,2.63,5.72,2.15,1.06,0.78,6.28,2.23,4.89,57.41,5.38,2.01,0.0,44.81
2025-11-18T22:00:00Z,8.46,1.76,11.1,2.28,26.79,2.31,4.8,1.22,1.02,0.36,4.97,1.37,4.85,59.94,5.07,1.72,0.0,42.7
2025-11-18T23:00:00Z,5.76,1.19,10.46,1.56,22.23,1.12,4.07,0.55,1.13,5.8,3.97,0.63,5.23,67.45,3.54,0.33,0.0,55.69
2025-11-19T00:00:00Z,5.03,1.35,10.73,1.47,21.15,1.19,4.35,0.75,0.72,5.01,3.91,0.57,8.27,72.8,3.94,0.43,0.01,53.65
2025-11-19T01:00:00Z,5.33,1.73,16.45,2.29,20.42,1.64,4.9,1.15,1.04,2.99,5.21,1.34,6.6,59.61,4.63,0.9,0.0,39.2
2025-11-19T02:00:00Z,3.28,2.04,13.16,3.43,19.06,2.85,5.45,1.39,1.23,4.46,6.84,2.34,2.79,52.52,6.05,2.09,0.0,39.09
2025-11-19T03:00:00Z,2.83,6.64,9.53,8.61,17.16,6.17,10.78,4.93,1.28,2.67,13.69,6.59,6.94,42.55,9.94,5.34,0.0,38.12
2025-11-19T04:00:00Z,2.0,4.54,8.0,6.85,14.34,4.5,8.23,3.12,1.19,2.25,11.13,5.29,14.17,39.97,8.13,3.68,0.01,37.52
2025-11-19T05:00:00Z,1.57,2.03,8.3,3.36,12.04,1.58,5.11,1.26,1.3,4.44,6.58,2.2,2.79,43.39,4.31,0.77,0.2,46.7
2025-11-19T06:00:00Z,0.49,0.75,5.99,0.86,11.87,0.75,3.43,0.1,1.38,6.86,3.16,0.06,8.46,50.74,3.05,0.02,0.18,50.84
2025-11-19T07:00:00Z,2.0,1.45,11.53,0.85,20.31,0.59,4.35,0.93,1.5,6.5,3.35,0.11,3.06,50.68,3.18,0.01,0.62,48.86
2025-11-19T08:00:00Z,4.28,1.79,16.15,2.01,23.93,1.23,5.27,1.05,2.28,5.87,5.19,1.07,2.79,52.3,4.17,0.61,0.03,48.4
2025-11-19T09:00:00Z,3.97,0.73,16.32,1.52,24.89,1.03,3.88,0.1,1.93,6.17,4.45,0.6,6.35,52.74,3.61,0.16,0.17,49.25
2025-11-19T10:00:00Z,2.99,1.35,12.93,1.76,19.91,1.35,4.32,0.48,1.92,7.77,4.58,0.71,11.43,55.6,3.74,0.47,0.61,58.58
2025-11-19T11:00:00Z,3.31,1.22,10.49,1.95,15.55,1.53,3.53,0.37,1.81,9.93,4.34,0.91,9.18,63.26,3.37,0.45,0.03,69.97
2025-11-19T12:00:00Z,3.16,1.44,8.85,1.92,17.72,1.51,3.48,0.35,1.28,10.34,3.87,0.8,9.11,66.01,3.27,0.43,0.04,66.43
2025-11-19T13:00:00Z,2.91,1.49,8.93,2.34,16.09,1.64,3.26,0.26,1.34,10.71,4.37,1.03,6.42,65.34,3.29,0.42,0.03,67.9
2025-11-19T14:00:00Z,2.66,1.59,6.41,2.24,14.42,1.62,2.88,0.07,1.32,12.13,3.73,0.73,8.16,67.85,2.69,0.23,0.0,70.16
2025-11-19T15:00:00Z,3.74,1.86,7.28,2.21,27.69,3.51,2.64,0.02,1.21,13.09,3.49,0.45,10.52,69.68,5.02,2.04,3.75,63.33
2025-11-19T16:00:00Z,3.1,1.99,13.66,2.89,32.02,2.79,2.46,0.04,0.96,9.46,4.63,1.04,11.57,62.8,4.19,1.25,3.26,48.18
2025-11-19T17:00:00Z,6.29,1.66,15.39,2.34,29.57,2.05,2.87,0.06,1.07,7.49,4.04,0.68,4.55,57.97,3.29,0.48,0.08,41.6
2025-11-19T18:00:00Z,6.76,1.64,18.45,2.84,31.51,1.64,3.4,0.23,1.43,4.59,4.84,1.07,2.31,52.71,3.07,0.24,0.28,36.03
2025-11-19T19:00:00Z,6.6,2.85,20.38,3.72,31.09,2.32,5.27,1.64,1.86,2.12,6.44,1.88,6.62,46.37,4.1,1.09,0.41,32.32
2025-11-19T20:00:00Z,5.09,1.94,15.64,3.91,30.9,2.46,4.32,0.88,1.87,3.75,6.8,2.23,7.46,46.6,4.6,1.2,0.0,26.75
2025-11-19T21:00:00Z,4.54,1.83,14.81,3.37,23.56,2.01,4.08,0.78,2.51,3.56,5.9,1.72,4.87,46.43,3.74,0.69,0.01,38.36
2025-11-19T22:00:00Z,4.05,1.91,13.52,3.23,23.0,2.45,4.11,0.75,1.73,3.11,5.68,1.59,0.18,46.9,4.21,0.97,0.29,40.17
2025-11-19T23:00:00Z,3.77,2.13,11.75,3.27,18.55,2.11,4.58,1.03,2.43,3.51,5.81,1.66,5.01,47.99,3.84,0.77,0.0,39.58
2025-11-20T00:00:00Z,2.83,1.67,8.61,2.79,16.6,1.58,4.05,0.61,2.2,4.48,5.15,1.09,1.04,50.16,3.44,0.31,0.05,38.07
2025-11-20T01:00:00Z,2.81,1.74,8.16,2.59,12.95,1.47,4.14,0.69,2.48,4.08,4.75,1.03,2.71,48.56,3.06,0.34,0.0,42.26
2025-11-20T02:00:00Z,2.41,1.5,6.96,2.39,12.44,1.36,3.8,0.34,2.18,4.56,4.61,0.79,6.14,46.39,2.95,0.11,0.0,39.06
2025-11-20T03:00:00Z,2.39,1.38,7.73,2.0,15.82,1.36,3.59,0.23,2.46,4.72,4.0,0.48,7.03,49.86,2.94,0.13,0.02,35.72
2025-11-20T04:00:00Z,2.53,1.39,6.05,2.01,12.08,1.25,3.58,0.23,2.48,4.34,3.81,0.42,2.24,52.07,2.81,0.07,0.27,35.89
2025-11-20T05:00:00Z,2.48,1.15,5.57,1.71,10.89,1.21,3.23,0.05,2.88,4.48,3.44,0.17,4.18,54.31,2.7,0.05,0.05,42.05
2025-11-20T06:00:00Z,4.88,1.14,8.88,1.59,13.83,1.18,3.18,0.02,2.97,2.31,3.05,0.07,0.82,51.77,2.61,0.02,0.11,40.22
2025-11-20T07:00:00Z,5.82,1.25,20.27,1.63,19.74,1.19,3.2,0.07,3.28,0.82,3.11,0.18,1.7,39.23,2.57,0.01,0.0,35.63
2025-11-20T08:00:00Z,6.98,1.41,36.34,1.78,23.83,1.26,3.46,0.16,3.19,0.44,3.36,0.17,10.09,27.05,2.7,0.02,0.0,33.67
2025-11-20T09:00:00Z,7.88,1.32,19.39,1.76,27.61,1.37,3.22,0.13,3.61,0.34,3.11,0.14,3.4,45.31,2.51,0.01,0.45,34.6
2025-11-20T10:00:00Z,6.34,1.4,14.06,1.78,25.03,1.43,3.01,0.15,2.87,3.36,3.06,0.13,3.42,53.13,2.51,0.0,0.42,41.48
2025-11-20T11:00:00Z,6.13,1.6,14.2,1.88,24.7,2.1,2.76,0.02,1.49,6.22,2.94,0.13,15.42,55.67,3.2,0.45,0.04,46.75
2025-11-20T12:00:00Z,4.7,1.93,13.77,2.1,18.08,1.94,2.37,0.02,1.33,8.56,3.05,0.3,12.11,60.31,2.57,0.31,0.02,55.9
2025-11-20T13:00:00Z,4.95,2.02,13.81,2.22,25.3,1.7,2.55,0.14,0.85,11.78,3.24,0.41,5.5,63.58,2.61,0.12,0.14,55.05
2025-11-20T14:00:00Z,7.96,2.22,13.41,2.41,21.06,2.16,2.73,0.29,0.88,8.01,3.47,0.49,10.67,61.65,3.18,0.45,0.36,54.1
2025-11-20T15:00:00Z,6.31,3.07,17.38,3.36,23.6,2.4,3.36,0.37,0.76,7.44,4.72,1.23,8.11,54.38,2.94,0.54,0.0,52.39
2025-11-20T16:00:00Z,4.46,2.79,20.41,3.05,28.37,2.28,3.07,0.13,0.39,9.33,4.49,0.95,8.69,52.55,3.1,0.47,6.43,45.84
2025-11-20T17:00:00Z,11.07,2.85,21.24,3.22,46.97,3.11,3.79,0.84,1.06,3.66,4.89,1.15,9.54,47.26,4.83,1.59,0.47,18.36
2025-11-20T18:00:00Z,11.57,2.71,31.65,4.32,47.63,3.89,4.47,1.0,1.3,0.77,6.69,2.34,2.49,31.19,5.88,2.5,0.0,13.5
2025-11-20T19:00:00Z,10.44,2.76,30.36,4.79,43.39,4.86,4.82,1.39,1.79,0.15,7.72,2.82,5.61,30.9,7.89,3.55,0.0,15.29
2025-11-20T20:00:00Z,9.64,3.01,27.3,4.89,34.0,2.26,5.4,1.7,2.22,0.12,7.83,3.23,6.43,34.29,3.94,0.96,0.06,23.4
2025-11-20T21:00:00Z,12.56,4.23,28.19,6.59,42.04,3.26,7.53,2.77,3.32,0.0,10.32,4.87,3.98,27.52,5.69,2.47,0.26,6.07
2025-11-20T22:00:00Z,11.73,3.44,32.15,6.88,44.9,4.18,6.26,2.31,2.92,0.0,11.2,5.37,1.2,24.21,7.08,3.48,0.0,4.34
2025-11-20T23:00:00Z,6.19,3.73,22.1,5.72,30.51,3.69,6.87,2.39,2.26,0.0,9.51,4.3,3.1,32.33,6.71,2.92,0.0,13.56
2025-11-21T00:00:00Z,4.83,4.01,20.3,5.93,31.88,3.62,7.22,2.78,1.9,0.0,9.93,4.58,2.35,28.7,6.51,2.92,0.25,6.81
2025-11-21T01:00:00Z,5.11,3.26,20.4,6.02,28.57,3.11,6.46,2.31,1.79,0.0,10.09,4.87,6.97,25.49,5.97,2.42,0.0,6.23
2025-11-21T02:00:00Z,5.3,3.0,16.18,4.7,22.05,2.25,6.26,1.97,1.95,0.0,8.25,3.51,0.91,30.78,5.06,1.63,0.21,14.52
2025-11-21T03:00:00Z,4.87,2.64,15.35,4.08,22.72,2.26,5.82,1.83,1.96,0.0,7.54,2.96,1.48,25.66,4.92,1.58,0.38,0.15
2025-11-21T04:00:00Z,5.04,2.79,14.03,3.64,22.62,1.84,6.13,1.83,2.57,0.0,6.97,2.56,3.65,34.08,4.83,1.0,0.12,2.59
2025-11-21T05:00:00Z,7.26,2.11,12.85,2.77,23.52,1.6,5.3,1.42,3.51,0.0,5.72,1.83,5.21,32.97,4.22,0.64,0.04,0.35
2025-11-21T06:00:00Z,10.4,2.59,16.43,2.78,25.87,2.15,6.06,1.67,4.17,0.0,5.7,1.77,3.77,27.86,4.84,1.36,0.1,0.0
2025-11-21T07:00:00Z,10.86,4.21,50.92,5.02,33.84,2.71,8.05,3.27,5.52,0.0,9.03,3.7,22.08,2.8,5.63,2.07,0.2,0.0
2025-11-21T08:00:00Z,20.1,5.34,49.63,10.6,49.55,4.53,9.37,4.37,21.07,0.0,17.31,8.15,14.5,0.0,7.78,3.84,4.3,0.0
2025-11-21T09:00:00Z,19.57,6.24,53.25,17.2,61.16,9.27,10.32,5.33,17.48,0.0,27.33,13.98,32.69,0.0,13.36,8.3,48.31,0.0
2025-11-21T10:00:00Z,14.15,5.94,55.64,22.13,64.41,7.5,9.81,5.15,3.99,0.0,34.35,19.01,32.87,0.0,11.64,6.74,22.64,0.0
2025-11-21T11:00:00Z,8.38,3.12,55.94,17.3,41.22,5.23,6.15,2.14,2.49,0.18,25.71,15.23,37.21,0.06,7.83,4.12,2.4,18.21
2025-11-21T12:00:00Z,9.65,3.66,31.12,7.32,19.8,3.13,5.39,2.03,2.03,0.5,11.43,5.67,10.33,25.76,4.98,1.75,0.0,45.71
2025-11-21T13:00:00Z,7.33,4.09,16.22,4.35,25.99,6.33,4.57,1.54,0.86,2.75,6.76,2.3,3.22,47.0,9.12,5.24,0.0,44.29
2025-11-21T14:00:00Z,11.09,3.62,13.7,5.13,31.39,35.73,4.01,0.88,1.11,1.56,7.91,2.97,3.56,54.06,55.91,30.87,0.0,40.64
2025-11-21T15:00:00Z,15.82,5.78,22.31,6.18,67.42,66.29,7.1,3.14,1.45,0.81,9.83,3.51,3.25,48.63,107.44,55.63,28.78,19.67
2025-11-21T16:00:00Z,23.34,8.76,40.64,11.62,76.35,73.47,12.0,6.32,6.28,0.0,18.62,8.35,4.45,22.73,116.56,60.23,21.12,0.46
2025-11-21T17:00:00Z,27.63,11.58,50.04,16.96,75.15,14.84,16.77,9.52,14.66,0.0,26.04,13.6,6.12,8.42,21.19,13.27,15.63,0.0
2025-11-21T18:00:00Z,26.88,14.82,51.61,18.81,62.02,14.66,21.06,12.92,15.6,0.0,28.76,15.63,6.86,0.66,19.9,13.36,36.45,0.0
2025-11-21T19:00:00Z,15.45,10.06,42.22,19.34,58.97,12.65,15.01,8.58,3.4,0.0,28.73,16.72,8.83,2.05,17.84,11.62,5.65,0.0
2025-11-21T20:00:00Z,9.77,9.79,48.75,21.45,44.64,10.74,14.32,8.4,1.86,0.0,32.14,18.97,2.8,0.01,14.93,9.84,0.02,0.63
2025-11-21T21:00:00Z,8.12,8.87,51.09,19.95,34.84,9.22,13.31,7.68,2.07,0.0,29.5,17.44,5.74,0.04,13.29,8.51,0.09,1.86
2025-11-21T22:00:00Z,7.47,7.96,36.61,16.72,31.27,7.08,12.16,6.93,1.76,0.0,25.02,14.5,0.58,4.37,10.37,6.39,0.3,11.52
2025-11-21T23:00:00Z,6.75,7.06,30.24,15.65,28.94,7.4,10.86,5.78,1.75,0.25,23.4,13.28,4.46,12.44,11.04,6.71,0.46,17.0
2025-11-22T00:00:00Z,5.84,6.4,23.61,13.92,24.88,6.04,10.09,5.06,1.73,1.19,20.9,11.86,4.05,18.47,9.55,5.22,0.02,24.94
2025-11-22T01:00:00Z,4.36,6.64,13.98,9.98,18.17,5.3,10.28,5.29,1.48,1.62,15.28,8.25,2.13,29.76,8.43,4.62,0.03,28.55
2025-11-22T02:00:00Z,3.22,4.93,11.93,11.16,15.16,5.19,8.03,3.58,1.71,4.47,16.94,9.26,4.63,29.19,8.38,4.48,0.09,24.44
2025-11-22T03:00:00Z,3.63,4.89,10.17,9.71,14.24,4.54,7.94,3.53,1.56,5.43,14.74,8.05,1.81,31.23,7.63,3.86,0.33,24.01
2025-11-22T04:00:00Z,3.83,3.79,8.89,5.62,13.87,3.23,6.46,2.74,1.64,7.79,9.1,4.34,3.44,45.46,5.8,2.47,0.26,34.66
2025-11-22T05:00:00Z,3.97,3.77,8.21,4.66,12.76,2.55,6.48,2.89,1.15,8.53,7.58,3.5,10.28,51.6,4.83,1.67,0.32,44.03
2025-11-22T06:00:00Z,5.07,3.33,10.4,3.78,15.88,2.09,6.17,2.66,1.14,7.98,6.53,2.64,0.24,52.07,4.58,1.09,0.07,43.0
2025-11-22T07:00:00Z,4.67,2.34,13.91,3.29,17.76,4.89,5.38,1.87,1.33,8.73,6.37,1.94,7.95,52.02,8.32,4.04,0.0,46.22
2025-11-22T08:00:00Z,4.18,1.47,15.12,3.37,15.58,2.02,4.53,0.88,1.27,9.8,7.0,2.17,9.85,50.88,5.0,1.33,0.0,47.07
2025-11-22T09:00:00Z,4.87,1.47,20.46,3.03,18.53,3.27,4.5,0.89,1.46,8.15,6.52,1.87,6.46,43.67,6.36,2.6,0.0,42.55
2025-11-22T10:00:00Z,5.67,1.93,20.53,3.6,23.9,5.71,5.29,1.5,1.55,6.65,7.27,2.69,6.23,42.41,9.47,5.05,0.02,36.6
2025-11-22T11:00:00Z,5.36,1.44,19.49,3.24,45.59,17.86,4.68,1.02,1.43,7.05,6.75,2.27,7.82,44.34,22.49,16.4,0.83,21.36
2025-11-22T12:00:00Z,5.89,1.36,18.95,2.54,30.77,11.84,4.48,0.99,1.46,5.31,5.8,1.76,7.16,47.87,16.04,10.88,0.0,30.44
2025-11-22T13:00:00Z,5.92,0.75,17.47,1.98,29.85,10.46,3.89,0.32,1.16,5.85,4.96,1.33,5.93,50.0,15.34,9.62,0.0,30.57
2025-11-22T14:00:00Z,7.07,1.31,16.11,1.69,28.3,6.93,4.45,0.88,1.55,3.82,4.66,1.05,6.16,52.98,10.57,6.28,0.0,35.05
2025-11-22T15:00:00Z,7.08,0.87,13.03,1.24,29.18,6.3,4.02,0.42,1.45,3.14,4.01,0.6,5.1,55.34,10.66,5.6,0.0,29.39
2025-11-22T16:00:00Z,9.05,0.99,11.99,1.12,32.58,8.66,4.15,0.61,1.56,0.47,3.88,0.55,1.19,56.87,12.15,7.8,0.0,23.23
2025-11-22T17:00:00Z,10.04,0.77,12.23,1.32,42.77,5.41,4.0,0.45,2.1,0.08,4.2,0.74,2.56,55.78,8.69,4.77,0.0,12.88
2025-11-22T18:00:00Z,13.2,2.26,10.36,1.54,57.53,8.29,5.74,1.82,1.86,0.0,4.46,0.93,3.79,53.4,11.43,7.45,0.0,1.86
2025-11-22T19:00:00Z,8.35,6.52,12.67,2.7,52.67,9.5,10.46,5.66,1.2,0.0,5.99,1.88,6.52,40.63,13.46,8.62,0.0,2.15
2025-11-22T20:00:00Z,10.53,9.35,14.06,10.77,43.82,10.04,13.87,7.92,2.29,0.0,16.15,8.77,8.85,30.82,14.44,9.13,8.77,2.04
2025-11-22T21:00:00Z,11.31,7.3,12.54,11.61,37.73,9.76,11.72,5.53,6.01,0.0,17.43,9.11,4.84,24.83,13.7,8.82,0.74,0.0
2025-11-22T22:00:00Z,9.44,5.09,19.84,14.71,43.62,6.67,9.01,3.38,5.48,0.0,21.76,12.08,1.8,13.31,9.73,6.07,8.98,0.0
2025-11-22T23:00:00Z,12.71,7.3,38.78,22.31,41.37,6.2,11.82,5.47,8.08,0.0,34.3,19.77,21.1,0.0,9.82,5.61,9.58,0.0
2025-11-23T00:00:00Z,8.91,6.58,33.61,15.75,45.49,13.77,11.07,4.61,4.34,0.0,23.44,12.96,5.08,0.04,17.85,12.66,15.92,0.0
2025-11-23T01:00:00Z,7.71,8.15,29.75,12.24,46.9,11.57,12.87,6.39,6.22,0.0,18.96,9.7,2.69,7.4,15.95,10.58,10.39,0.0
